customerID,gender,SeniorCitizen,Partner,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaymentMethod,MonthlyCharges,TotalCharges,Churn,State
3420-ZDBMA,Male,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Mailed check,71.45$,371.6,Stayed,"California, USA"
2212-LYASK,Male,No,Yes,27,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Credit card (automatic),45.85$,1246.4,Stayed,"Texas, USA"
1393-IMKZG,Female,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Electronic check,95.85$,95.85,Stayed,"Florida, USA"
8069-RHUXK,Female,No,Yes,67,No,No phone service,DSL,Yes,No,No,Yes,No,No,Credit card (automatic),35.7$,2545.7,Stayed,"New York, USA"
3398-GCPMU,Female,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),89.55$,6448.85,Stayed,"Florida, USA"
2908-WGAXL,Female,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),24.95$,1468.9,Stayed,"New York, USA"
3378-AJRAO,Male,No,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Electronic check,24.85$,1013.6,Stayed,"Florida, USA"
1013-QCWAM,Female,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Electronic check,100.8$,6690.75,Stayed,"New York, USA"
0866-QLSIR,Female,No,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Mailed check,64.4$,2088.75,Churned,"California, USA"
6050-FFXES,Female,No,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),105.35$,7240.65,Stayed,"California, USA"
7181-BQYBV,Female,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Electronic check,102.45$,102.45,Churned,"California, USA"
0362-RAOQO,Female,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),19.65$,830.25,Stayed,"New York, USA"
9554-DFKIC,Male,No,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Bank transfer (automatic),54.45$,1588.7,Stayed,"New York, USA"
5527-ACHSO,Female,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Mailed check,70.5$,829.3,Stayed,"Florida, USA"
0829-DDVLK,Female,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),20.1$,302.45,Stayed,"New York, USA"
1399-UBQIU,Male,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Electronic check,69.35$,712.25,Stayed,"New York, USA"
1813-JLKWR,Female,No,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),19.8$,1336.65,Stayed,"New York, USA"
0336-PIKEI,Male,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),74.4$,5360.75,Stayed,"Florida, USA"
7322-OCWHC,Male,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Bank transfer (automatic),93.05$,6735.05,Stayed,"New York, USA"
9537-VHDTA,Female,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Mailed check,51.2$,51.2,Stayed,"New York, USA"
4957-TIALW,Female,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Credit card (automatic),65.6$,1010.0,Stayed,"Texas, USA"
2054-PJOCK,Female,No,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),80.55$,4847.05,Stayed,"Florida, USA"
9150-HEPMB,Male,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,Mailed check,52.7$,3019.7,Stayed,"Florida, USA"
9030-QGZNL,Female,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.85$,161.65,Stayed,"Florida, USA"
,Female,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Credit card (automatic),80.1$,217.55,Churned,"New York, USA"
3126-WQMGH,Female,No,Yes,49,Yes,Yes,DSL,No,No,No,No,No,No,Credit card (automatic),52.15$,2583.75,Stayed,"Texas, USA"
4529-CKBCL,Female,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Electronic check,80.2$,146.05,Churned,"New York, USA"
2506-CLAKW,Female,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),98.15$,567.45,Churned,"California, USA"
7176-WRTNX,Male,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),114.95$,7711.25,Stayed,"California, USA"
1583-IHQZE,Male,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Mailed check,112.95$,1384.75,Churned,"Florida, USA"
5732-IKGQH,Male,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),104.45$,5481.25,Stayed,"New York, USA"
9239-GZHZE,Female,No,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),113.65$,8124.2,Stayed,"Texas, USA"
7205-BAIAD,Female,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),20.6$,827.3,Stayed,"California, USA"
0151-ONTOV,Female,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mailed check,70.9$,70.9,Churned,"New York, USA"
4140-MUHUG,Female,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Electronic check,86.85$,220.95,Churned,"California, USA"
0093-EXYQL,Female,Yes,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Electronic check,91.55$,3673.6,Stayed,"Texas, USA"
8064-RAVOH,Male,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Electronic check,49.85$,49.85,Stayed,"New York, USA"
0219-QAERP,Male,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),19.8$,576.65,Stayed,"Texas, USA"
0320-JDNQG,Male,No,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Electronic check,99.85$,2331.3,Churned,"California, USA"
7180-PISOG,Male,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Electronic check,74.5$,74.5,Churned,"California, USA"
9168-INPSZ,Female,Yes,Yes,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Electronic check,104.15$,4495.65,Stayed,"New York, USA"
3571-RFHAR,Male,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Electronic check,109.15$,6941.2,Churned,"Florida, USA"
0015-UOCOJ,Female,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Electronic check,48.2$,340.35,Stayed,"California, USA"
5334-AFQJB,Male,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),25.1$,1789.9,Stayed,"Florida, USA"
2754-SDJRD,Female,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Credit card (automatic),100.15$,908.55,Stayed,"Texas, USA"
9578-VRMNM,Female,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Credit card (automatic),65.2$,1043.35,Churned,"California, USA"
1587-FKLZB,Male,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Credit card (automatic),99.5$,6822.15,Churned,"Texas, USA"
6140-QNRQQ,Male,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mailed check,71.55$,71.55,Churned,"California, USA"
8963-JLGJT,Male,No,No,3,Yes,No,DSL,Yes,No,Yes,No,No,No,Mailed check,55.9$,157.55,Stayed,"California, USA"
4307-KTUMW,Male,No,Yes,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Electronic check,93.9$,5029.2,Churned,"California, USA"
1465-LNTLJ,Male,Yes,Yes,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Credit card (automatic),64.4$,581.7,Stayed,"New York, USA"
5440-FLBQG,Male,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),108.4$,7318.2,Churned,"Texas, USA"
2135-DQWAQ,Female,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Mailed check,85.3$,420.45,Stayed,"New York, USA"
4056-QHXHZ,Female,No,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Mailed check,107.45$,7576.7,Stayed,"New York, USA"
7470-MCQTK,Female,No,Yes,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Bank transfer (automatic),48.75$,633.4,Churned,"Texas, USA"
7488-MXJIV,Female,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Electronic check,85.65$,321.65,Churned,"Florida, USA"
7401-JIXNM,Female,No,Yes,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),91.3$,4965.0,Stayed,"New York, USA"
9339-FIIJL,Male,No,Yes,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),85.95$,6151.9,Stayed,"Texas, USA"
2027-FECZV,Male,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Electronic check,106.7$,1253.9,Churned,"California, USA"
2672-DZUOY,Male,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Electronic check,25.15$,25.15,Churned,"Florida, USA"
4706-DGAHW,Male,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Electronic check,45.2$,45.2,Stayed,"Florida, USA"
3870-MQAMG,Female,No,Yes,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Electronic check,110.35$,5893.15,Churned,"California, USA"
6670-MFRPK,Male,No,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Credit card (automatic),79.2$,5420.65,Stayed,"New York, USA"
6177-PEVRA,Female,No,No,48,Yes,No,DSL,Yes,Yes,No,No,No,No,Credit card (automatic),55.5$,2627.35,Stayed,"California, USA"
4800-CZMPC,Female,No,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Credit card (automatic),103.25$,5037.55,Churned,"Florida, USA"
4813-HQMGZ,Female,No,Yes,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Electronic check,90.25$,743.75,Stayed,"New York, USA"
7579-KKLOE,Male,No,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Mailed check,91.25$,6589.6,Stayed,"Texas, USA"
7377-DMMRI,Male,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Electronic check,47.8$,92.45,Churned,"Florida, USA"
8402-EIVQS,Male,No,Yes,67,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Credit card (automatic),100.9$,6733.15,Stayed,"Texas, USA"
4947-DSMXK,Male,No,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Bank transfer (automatic),97.7$,3410.0,Stayed,"California, USA"
7245-NIIWQ,Female,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Electronic check,69.85$,199.85,Stayed,"New York, USA"
0002-ORFBO,Female,No,Yes,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Mailed check,65.6$,593.3,Stayed,"California, USA"
3324-OIRTO,Male,No,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),104.65$,7288.4,Stayed,"New York, USA"
5414-OFQCB,Male,No,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Credit card (automatic),90.45$,5229.8,Stayed,"New York, USA"
4967-WPNCF,Male,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),63.7$,4464.8,Stayed,"California, USA"
8552-OBVRU,Female,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Electronic check,104.5$,5068.05,Stayed,"New York, USA"
8499-BRXTD,Male,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.1$,401.85,Stayed,"Florida, USA"
9154-QDGTH,Male,No,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),104.3$,4451.85,Stayed,"New York, USA"
8197-BFWVU,Female,No,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),93.25$,6688.95,Stayed,"Florida, USA"
2577-GVSIL,Male,No,Yes,35,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),73.45$,2661.1,Stayed,"California, USA"
9367-OIUXP,Male,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,20.7$,73.05,Stayed,"Texas, USA"
6770-UAYGJ,Female,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,25.25$,1211.65,Stayed,"New York, USA"
6463-HHXJR,Female,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Bank transfer (automatic),100.5$,7030.65,Stayed,"California, USA"
7928-VJYAB,Male,No,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Electronic check,90.6$,1020.2,Stayed,"Florida, USA"
1187-WILMM,Male,No,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),89.4$,5597.65,Stayed,"California, USA"
9776-OJUZI,Female,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Bank transfer (automatic),95.45$,6223.3,Stayed,"New York, USA"
1306-RPWXZ,Female,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),20.45$,1024.65,Stayed,"Florida, USA"
8949-JTMAY,Female,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Credit card (automatic),98.6$,2933.2,Churned,"California, USA"
2774-LVQUS,Female,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Electronic check,83.05$,1258.3,Churned,"Florida, USA"
3097-PYWXL,Female,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Electronic check,19.95$,82.9,Stayed,"California, USA"
2266-SJNAT,Female,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),109.15$,7789.6,Stayed,"California, USA"
0869-PAPRP,Female,Yes,Yes,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Credit card (automatic),85.7$,2067.0,Stayed,"Florida, USA"
4238-JSSWH,Female,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Bank transfer (automatic),102.05$,3452.55,Stayed,"New York, USA"
2972-YDYUW,Female,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Electronic check,94.7$,5468.95,Stayed,"Florida, USA"
1104-FEJAM,Male,No,Yes,28,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Electronic check,64.4$,1802.15,Stayed,"New York, USA"
2809-ILCYT,Female,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,26.8$,733.55,Stayed,"Texas, USA"
5499-ECUTN,Female,No,Yes,47,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Credit card (automatic),66.05$,3021.45,Stayed,"New York, USA"
4981-FLTMF,Female,No,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Bank transfer (automatic),65.2$,3687.85,Stayed,"California, USA"
9121-PHQSR,Male,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Credit card (automatic),85.05$,1391.15,Stayed,"New York, USA"
3113-IWHLC,Male,No,No,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Mailed check,55.8$,274.35,Stayed,"California, USA"
3211-ILJTT,Male,No,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,No,Bank transfer (automatic),70.4$,1214.05,Churned,"New York, USA"
4612-THJBS,Female,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),104.75$,5510.65,Churned,"New York, USA"
4277-BWBML,Male,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),19.95$,1322.85,Stayed,"New York, USA"
4094-NSEDU,Female,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Electronic check,94.25$,1973.75,Churned,"New York, USA"
0234-TEVTT,Female,No,Yes,48,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Credit card (automatic),45.0$,2196.3,Stayed,"Florida, USA"
4304-TSPVK,Female,No,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),114.9$,7843.55,Stayed,"New York, USA"
1552-AAGRX,Female,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Bank transfer (automatic),106.4$,3211.9,Stayed,"California, USA"
2637-FKFSY,Female,No,Yes,3,Yes,No,DSL,No,No,No,No,No,No,Mailed check,46.1$,130.15,Stayed,"Florida, USA"
9796-MVYXX,Female,Yes,No,14,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Mailed check,39.7$,692.35,Stayed,"Texas, USA"
7874-ECPQJ,Female,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),20.05$,85.5,Stayed,"California, USA"
0020-INWCK,Female,No,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Credit card (automatic),95.75$,6849.4,Stayed,"New York, USA"
7089-RKVSZ,Male,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,24.4$,203.95,Stayed,"Florida, USA"
2683-JXWQQ,Male,No,Yes,61,No,No phone service,DSL,Yes,No,Yes,No,No,No,Bank transfer (automatic),33.6$,2117.2,Stayed,"Texas, USA"
9548-ZMVTX,Male,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Bank transfer (automatic),90.45$,6565.85,Stayed,"California, USA"
8739-XNIKG,Female,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Electronic check,84.0$,424.75,Stayed,"Florida, USA"
9755-JHNMN,Female,No,No,49,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Bank transfer (automatic),67.4$,3306.85,Stayed,"California, USA"
3981-QSVQI,Male,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bank transfer (automatic),19.7$,168.9,Stayed,"Florida, USA"
2789-HQBOU,Male,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,Yes,Electronic check,80.35$,253.8,Stayed,"Texas, USA"
9424-CMPOG,Male,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.6$,197.4,Stayed,"California, USA"
5067-WJEUN,Male,No,Yes,67,Yes,No,DSL,Yes,Yes,No,No,No,No,Bank transfer (automatic),54.2$,3838.2,Stayed,"Florida, USA"
3450-WXOAT,Male,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Credit card (automatic),45.2$,2065.15,Stayed,"California, USA"
9251-WNSOD,Female,No,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Mailed check,75.1$,5064.45,Stayed,"California, USA"
6974-DAFLI,Female,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Electronic check,19.7$,1140.05,Stayed,"Texas, USA"
,Male,No,Yes,33,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Bank transfer (automatic),72.75$,2447.45,Stayed,"Texas, USA"
7064-JHXCE,Male,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Credit card (automatic),20.05$,1263.9,Stayed,"California, USA"
5103-MHMHY,Female,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mailed check,45.95$,45.95,Churned,"New York, USA"
7989-AWGEH,Male,No,Yes,49,No,No phone service,DSL,Yes,No,No,No,No,Yes,Electronic check,39.2$,1838.15,Stayed,"New York, USA"
4373-VVHQL,Male,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Electronic check,44.75$,44.75,Stayed,"New York, USA"
4559-UWIHT,Male,No,Yes,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Electronic check,82.65$,1185.0,Stayed,"Florida, USA"
7268-IGMFD,Male,Yes,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Bank transfer (automatic),93.9$,1743.9,Stayed,"Florida, USA"
1846-XWOQN,Female,Yes,No,1,Yes,No,Fiber optic,,No,No,No,No,No,Electronic check,70.15$,70.15,Churned,"Florida, USA"
0235-KGSLC,Female,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Credit card (automatic),85.55$,85.55,Churned,"Florida, USA"
6650-BWFRT,Female,No,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),117.15$,8529.5,Stayed,"Florida, USA"
9570-KYEUA,Male,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Credit card (automatic),99.25$,6549.45,Stayed,"New York, USA"
6993-YGFJV,Male,No,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),112.55$,7806.5,Stayed,"California, USA"
2712-SYWAY,Female,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Electronic check,25.7$,25.7,Stayed,"California, USA"
0730-BGQGF,Male,No,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),90.3$,6287.3,Stayed,"California, USA"
5498-IBWPI,Female,No,Yes,66,Yes,No,DSL,No,No,No,Yes,No,No,Credit card (automatic),49.4$,3251.85,Stayed,"New York, USA"
9101-NTIXF,Male,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.4$,50.6,Stayed,"Florida, USA"
0013-SMEOE,Female,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),109.7$,7904.25,Stayed,"Texas, USA"
9314-QDMDW,Male,No,No,11,Yes,No,DSL,No,Yes,No,No,Yes,No,Electronic check,61.25$,729.95,Stayed,"Texas, USA"
9308-ANMVE,Male,No,No,47,Yes,No,DSL,Yes,Yes,No,No,No,No,Electronic check,55.3$,2654.05,Stayed,"Texas, USA"
2884-GBPFB,Female,No,Yes,35,Yes,No,Fiber optic,No,No,No,No,No,No,Electronic check,70.3$,2416.55,Churned,"Texas, USA"
3757-NJYBX,Male,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),106.35$,3520.75,Churned,"Florida, USA"
3413-DHLPB,Male,No,Yes,60,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),103.75$,5969.95,Stayed,"Florida, USA"
7649-PHJVR,Male,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.5$,226.8,Stayed,"New York, USA"
6114-TCFID,Female,No,No,29,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Credit card (automatic),39.5$,1082.75,Stayed,"California, USA"
3787-TRIAL,Male,No,Yes,21,No,No phone service,DSL,No,No,No,No,No,No,Electronic check,26.05$,565.75,Stayed,"Texas, USA"
2573-GYRUU,Male,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Credit card (automatic),91.05$,4370.75,Stayed,"Florida, USA"
5156-UMKOW,Female,No,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Mailed check,29.65$,90.05,Stayed,"Florida, USA"
1247-QBVSH,Female,No,Yes,43,Yes,No,DSL,No,Yes,No,No,No,No,Mailed check,50.2$,2169.4,Stayed,"California, USA"
6734-GMPVK,Male,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Electronic check,105.3$,550.6,Stayed,"California, USA"
9822-OAOVB,Female,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Electronic check,55.45$,55.45,Stayed,"California, USA"
6161-ERDGD,Male,No,Yes,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Electronic check,85.45$,6300.85,Stayed,"Florida, USA"
1226-JZNKR,Female,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Electronic check,19.8$,160.05,Stayed,"Texas, USA"
7318-EIVKO,Male,No,No,8,Yes,Yes,DSL,No,No,No,No,Yes,No,Electronic check,59.25$,436.6,Stayed,"Florida, USA"
3771-PZOBW,Male,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Credit card (automatic),90.7$,1781.35,Stayed,"New York, USA"
5136-KCKGI,Female,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Mailed check,103.7$,3467.0,Churned,"New York, USA"
8231-BSWXX,Male,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Credit card (automatic),79.05$,5552.5,Stayed,"Texas, USA"
6486-LHTMA,Female,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Electronic check,90.7$,2835.5,Stayed,"California, USA"
4083-BFNYK,Female,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Credit card (automatic),95.0$,3591.25,Stayed,"New York, USA"
3722-WPXTK,Male,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Electronic check,88.35$,88.35,Churned,"New York, USA"
7389-KBFIT,Female,No,Yes,2,No,No phone service,DSL,No,Yes,No,No,No,No,Mailed check,30.25$,63.75,Stayed,"Texas, USA"
7176-WIONM,Female,No,Yes,12,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Bank transfer (automatic),49.85$,617.15,Stayed,"California, USA"
5141-ZUVBH,Female,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Bank transfer (automatic),93.0$,870.25,Stayed,"Texas, USA"
1089-HDMKP,Male,Yes,No,11,Yes,No,DSL,No,Yes,No,Yes,No,No,Electronic check,54.55$,601.25,Stayed,"Texas, USA"
7623-HKYRK,Male,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mailed check,19.7$,111.65,Stayed,"California, USA"
0310-SUCIN,Female,No,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),84.8$,6046.1,Stayed,"California, USA"
5197-PYEPU,Female,No,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Credit card (automatic),94.45$,3923.8,Stayed,"Florida, USA"
